Model,MAE,RMSE,R2
LinearRegression,0.4369644807024755,0.5994078413056254,0.9307880479316086
GradientBoosting,0.42231908301041515,0.7189705066875054,0.9004231442136708
XGBoost,0.37282927896525403,0.8173512658234903,0.8713073518815153
RandomForest,0.396643243243243,0.8254795079879981,0.8687350275721479
