Model,MAE,RMSE,R2
RandomForest,0.16724189189189193,0.23250428040233032,0.3033272854743685
GradientBoosting,0.17696490734314835,0.25011550188799747,0.19379012095058723
LinearRegression,0.20778418523691142,0.257329138452744,0.14661534740413162
XGBoost,0.1736420367778959,0.26236496134506515,0.11288777135609962
