Model,MAE,RMSE,R2
XGBoost,9.70007769240814,17.44487615957764,0.9249004769904497
GradientBoosting,10.199805215637387,17.950215912263342,0.9204865219324129
RandomForest,11.606607560737285,21.522578543698984,0.8856884799260509
LinearRegression,31.871401443451077,46.0594762439929,0.4764726349240317
