Model,MAE,RMSE,R2
XGBoost,36.858064286515514,49.34576463587323,0.26129859370827024
GradientBoosting,37.81588357369395,49.794054566879126,0.24781591247419632
RandomForest,37.49539594594596,49.96798750189831,0.2425519072006853
LinearRegression,40.42239646570834,55.69518544231751,0.05896783414329421
