Model,MAE,RMSE,R2
RandomForest,0.3235125000000636,0.4451970841663101,0.2811662208715672
GradientBoosting,0.3693280960933265,0.466301156856199,0.21139987710424402
XGBoost,0.48212707519530795,0.5797775195445851,-0.21912039956215845
LinearRegression,0.8647934846403587,1.0556938091268442,-3.042032527441327
