Model,MAE,RMSE,R2
XGBoost,0.3685988485813141,4.483637838883028,0.9960044622421265
GradientBoosting,0.370510668850482,4.484137582139415,0.9960035890679302
RandomForest,0.43097372301609926,4.667419531131367,0.9956702187195675
LinearRegression,25.39966206118985,35.50314096657489,0.7494780210325118
