Model,MAE,RMSE,R2
LinearRegression,1.1854711751807474,2.5577543922417982,0.9569095047297514
GradientBoosting,2.457854548886642,3.567535096696227,0.9161698359282987
XGBoost,2.3699187562272357,3.7418227996280224,0.9077789120575337
RandomForest,2.405414864864867,3.755474536413298,0.9071047621975634
