Model,MAE,RMSE,R2
GradientBoosting,2.695088480212063,3.7126321971980314,0.7567579018338177
RandomForest,2.9730297297297312,4.1960130756243865,0.6892947774397551
XGBoost,2.75433717830761,4.420037294499709,0.6552321543947368
LinearRegression,4.182923127119833,5.433659865858487,0.47897353214511973
