Model,MAE,RMSE,R2
RandomForest,1.9004878378378394,2.6119488090726866,0.49791845620516406
XGBoost,2.0253561164237355,2.73216139678894,0.4506392379908216
GradientBoosting,2.0519493314413575,2.9874830879283576,0.3431656661445972
LinearRegression,2.3471657410506523,3.0193205734162842,0.3290913555147358
