Model,MAE,RMSE,R2
LinearRegression,0.2860977312509098,0.41055427425330066,0.26754478354385225
RandomForest,0.24655945945945945,0.46930895949199547,0.04289934994437583
GradientBoosting,0.27221682518193874,0.4820580373869485,-0.009807465484279465
XGBoost,0.26567973053133165,0.5050547962484129,-0.10845207322032802
