Model,MAE,RMSE,R2
XGBoost,17.4194846570814,23.223471716272368,0.7390886783314059
RandomForest,18.51319324324324,23.704083173639887,0.7281777756146508
GradientBoosting,19.358769907855777,26.081132905295696,0.6709275369159275
LinearRegression,21.58731059424389,26.16573237526791,0.6687892473429242
