Model,MAE,RMSE,R2
GradientBoosting,0.5212550426067803,0.8248428438171103,0.9691861794152778
LinearRegression,0.6176205242282972,0.8849976018939634,0.9645278660712334
XGBoost,0.791930891726468,1.659687183893362,0.8752456756403354
RandomForest,0.7727864864864866,1.8381143817157497,0.8469800013283326
